gt type, IBERT V7 GTH
device, XC7VX690T
sw version, 14.7 P.20131013 (Build 14700.13.286.464)
samples per ui, 65
ui width, 1
date, 05/08/2014
time, 0:55 PM CEST
voltage interval, 1
sweep test settings, RX Sampling Point, -32, 32, 
sweep test settings, TX Diff Swing, 250 mV (0000), 250 mV (0000), 
sweep test settings, TX Pre-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
sweep test settings, TX Post-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
=======================================================
Iteration, Elapsed Time, TX Diff Swing, TX Pre-Cursor, TX Post-Cursor, Voltage, RX Sampling Point(tap), Link, ES_VERT_OFFSET, ES_HORZ_OFFSET, BER
2026, 00:3:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -22, 1, 0x60, 0xfea,  1.628E-003
2027, 00:3:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -21, 1, 0x60, 0xfeb,  4.490E-003
2028, 00:3:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -20, 1, 0x60, 0xfec,  4.336E-004
2029, 00:3:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -19, 1, 0x60, 0xfed,  1.644E-005
2030, 00:3:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -18, 1, 0x60, 0xfee,  1.252E-006
2031, 00:3:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -17, 1, 0x60, 0xfef,  2.086E-008
2032, 00:3:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -16, 1, 0x60, 0xff0,  1.490E-009
2033, 00:3:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -15, 1, 0x60, 0xff1,  1.490E-009
2034, 00:3:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -14, 1, 0x60, 0xff2,  1.490E-009
2035, 00:3:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -13, 1, 0x60, 0xff3,  1.490E-009
2036, 00:3:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -12, 1, 0x60, 0xff4,  1.490E-009
2037, 00:3:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -11, 1, 0x60, 0xff5,  1.490E-009
2038, 00:3:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -10, 1, 0x60, 0xff6,  1.490E-009
2039, 00:3:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -9, 1, 0x60, 0xff7,  1.490E-009
2040, 00:3:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -8, 1, 0x60, 0xff8,  1.490E-009
2041, 00:3:47, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -7, 1, 0x60, 0xff9,  1.490E-009
2042, 00:3:47, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -6, 1, 0x60, 0xffa,  1.490E-009
2043, 00:3:47, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -5, 1, 0x60, 0xffb,  1.490E-009
2044, 00:3:47, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -4, 1, 0x60, 0xffc,  1.490E-009
2045, 00:3:47, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -3, 1, 0x60, 0xffd,  1.490E-009
2046, 00:3:47, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -2, 1, 0x60, 0xffe,  1.490E-009
2047, 00:3:47, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, -1, 1, 0x60, 0xfff,  1.490E-009
2048, 00:3:48, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 0, 1, 0x60, 0x0,  1.490E-009
2049, 00:3:48, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 1, 1, 0x60, 0x1,  1.490E-009
2050, 00:3:48, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 2, 1, 0x60, 0x2,  1.490E-009
2051, 00:3:48, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 3, 1, 0x60, 0x3,  1.490E-009
2052, 00:3:48, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 4, 1, 0x60, 0x4,  1.490E-009
2053, 00:3:48, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 5, 1, 0x60, 0x5,  1.490E-009
2054, 00:3:48, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 6, 1, 0x60, 0x6,  1.490E-009
2055, 00:3:49, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 7, 1, 0x60, 0x7,  1.490E-009
2056, 00:3:49, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 8, 1, 0x60, 0x8,  1.490E-009
2057, 00:3:49, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 9, 1, 0x60, 0x9,  1.490E-009
2058, 00:3:49, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 10, 1, 0x60, 0xa,  1.490E-009
2059, 00:3:49, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 11, 1, 0x60, 0xb,  1.490E-009
2060, 00:3:49, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 12, 1, 0x60, 0xc,  1.490E-009
2061, 00:3:49, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 13, 1, 0x60, 0xd,  1.490E-009
2062, 00:3:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 14, 1, 0x60, 0xe,  1.490E-009
2063, 00:3:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 15, 1, 0x60, 0xf,  1.490E-009
2064, 00:3:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 16, 1, 0x60, 0x10,  1.490E-009
2065, 00:3:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 17, 1, 0x60, 0x11,  1.490E-009
2066, 00:3:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 18, 1, 0x60, 0x12,  5.037E-007
2067, 00:3:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 19, 1, 0x60, 0x13,  1.788E-008
2068, 00:3:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 20, 1, 0x60, 0x14,  1.688E-004
2069, 00:3:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 21, 1, 0x60, 0x15,  5.252E-004
2070, 00:3:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 22, 1, 0x60, 0x16,  2.830E-004
2071, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 23, 1, 0x60, 0x17,  2.362E-002
2072, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 24, 1, 0x60, 0x18,  4.000E-003
2073, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 25, 1, 0x60, 0x19,  4.117E-002
2074, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 26, 1, 0x60, 0x1a,  1.317E-002
2075, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 27, 1, 0x60, 0x1b,  5.000E-002
2076, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 28, 1, 0x60, 0x1c,  1.803E-001
2077, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 29, 1, 0x60, 0x1d,  2.081E-001
2078, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 30, 1, 0x60, 0x1e,  2.077E-001
2079, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 31, 1, 0x60, 0x1f,  2.032E-001
2080, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 96, 32, 1, 0x60, 0x20,  2.599E-001
2081, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -32, 1, 0x5f, 0xfe0,  2.723E-001
2082, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -31, 1, 0x5f, 0xfe1,  2.579E-001
2083, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -30, 1, 0x5f, 0xfe2,  2.510E-001
2084, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -29, 1, 0x5f, 0xfe3,  2.349E-001
2085, 00:3:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -28, 1, 0x5f, 0xfe4,  1.724E-001
2086, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -27, 1, 0x5f, 0xfe5,  1.225E-001
2087, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -26, 1, 0x5f, 0xfe6,  1.382E-001
2088, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -25, 1, 0x5f, 0xfe7,  9.369E-002
2089, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -24, 1, 0x5f, 0xfe8,  9.172E-003
2090, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -23, 1, 0x5f, 0xfe9,  2.988E-002
2091, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -22, 1, 0x5f, 0xfea,  7.993E-003
2092, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -21, 1, 0x5f, 0xfeb,  4.020E-003
2093, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -20, 1, 0x5f, 0xfec,  5.777E-005
2094, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -19, 1, 0x5f, 0xfed,  2.783E-005
2095, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -18, 1, 0x5f, 0xfee,  1.551E-006
2096, 00:3:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -17, 1, 0x5f, 0xfef,  5.767E-007
2097, 00:3:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -16, 1, 0x5f, 0xff0,  1.490E-009
2098, 00:3:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -15, 1, 0x5f, 0xff1,  1.490E-009
2099, 00:3:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -14, 1, 0x5f, 0xff2,  1.490E-009
2100, 00:3:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -13, 1, 0x5f, 0xff3,  1.490E-009
2101, 00:3:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -12, 1, 0x5f, 0xff4,  1.490E-009
2102, 00:3:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -11, 1, 0x5f, 0xff5,  1.490E-009
2103, 00:3:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -10, 1, 0x5f, 0xff6,  1.490E-009
2104, 00:3:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -9, 1, 0x5f, 0xff7,  1.490E-009
2105, 00:3:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -8, 1, 0x5f, 0xff8,  1.490E-009
2106, 00:3:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -7, 1, 0x5f, 0xff9,  1.490E-009
2107, 00:3:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -6, 1, 0x5f, 0xffa,  1.490E-009
2108, 00:3:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -5, 1, 0x5f, 0xffb,  1.490E-009
2109, 00:3:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -4, 1, 0x5f, 0xffc,  1.490E-009
2110, 00:3:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -3, 1, 0x5f, 0xffd,  1.490E-009
2111, 00:3:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -2, 1, 0x5f, 0xffe,  1.490E-009
2112, 00:3:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, -1, 1, 0x5f, 0xfff,  1.490E-009
2113, 00:3:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 0, 1, 0x5f, 0x0,  1.490E-009
2114, 00:3:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 1, 1, 0x5f, 0x1,  1.490E-009
2115, 00:3:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 2, 1, 0x5f, 0x2,  1.490E-009
2116, 00:3:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 3, 1, 0x5f, 0x3,  1.490E-009
2117, 00:3:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 4, 1, 0x5f, 0x4,  1.490E-009
2118, 00:3:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 5, 1, 0x5f, 0x5,  1.490E-009
2119, 00:3:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 6, 1, 0x5f, 0x6,  1.490E-009
2120, 00:3:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 7, 1, 0x5f, 0x7,  1.490E-009
2121, 00:3:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 8, 1, 0x5f, 0x8,  1.490E-009
2122, 00:3:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 9, 1, 0x5f, 0x9,  1.490E-009
2123, 00:3:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 10, 1, 0x5f, 0xa,  1.490E-009
2124, 00:3:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 11, 1, 0x5f, 0xb,  1.490E-009
2125, 00:3:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 12, 1, 0x5f, 0xc,  1.490E-009
2126, 00:3:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 13, 1, 0x5f, 0xd,  1.490E-009
2127, 00:3:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 14, 1, 0x5f, 0xe,  1.490E-009
2128, 00:3:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 15, 1, 0x5f, 0xf,  1.490E-009
2129, 00:3:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 16, 1, 0x5f, 0x10,  1.490E-009
2130, 00:3:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 17, 1, 0x5f, 0x11,  1.490E-009
2131, 00:3:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 18, 1, 0x5f, 0x12,  1.490E-009
2132, 00:3:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 19, 1, 0x5f, 0x13,  8.249E-005
2133, 00:3:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 20, 1, 0x5f, 0x14,  5.718E-004
2134, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 21, 1, 0x5f, 0x15,  6.204E-004
2135, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 22, 1, 0x5f, 0x16,  1.490E-004
2136, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 23, 1, 0x5f, 0x17,  1.763E-002
2137, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 24, 1, 0x5f, 0x18,  3.765E-002
2138, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 25, 1, 0x5f, 0x19,  2.832E-002
2139, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 26, 1, 0x5f, 0x1a,  1.272E-002
2140, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 27, 1, 0x5f, 0x1b,  2.857E-002
2141, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 28, 1, 0x5f, 0x1c,  5.333E-002
2142, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 29, 1, 0x5f, 0x1d,  1.096E-001
2143, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 30, 1, 0x5f, 0x1e,  1.744E-001
2144, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 31, 1, 0x5f, 0x1f,  1.709E-001
2145, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 95, 32, 1, 0x5f, 0x20,  2.044E-001
2146, 00:3:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -32, 1, 0x5e, 0xfe0,  2.653E-001
2147, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -31, 1, 0x5e, 0xfe1,  2.491E-001
2148, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -30, 1, 0x5e, 0xfe2,  2.586E-001
2149, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -29, 1, 0x5e, 0xfe3,  1.747E-001
2150, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -28, 1, 0x5e, 0xfe4,  2.246E-001
2151, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -27, 1, 0x5e, 0xfe5,  1.354E-001
2152, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -26, 1, 0x5e, 0xfe6,  6.594E-002
2153, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -25, 1, 0x5e, 0xfe7,  3.016E-002
2154, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -24, 1, 0x5e, 0xfe8,  1.341E-003
2155, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -23, 1, 0x5e, 0xfe9,  2.632E-002
2156, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -22, 1, 0x5e, 0xfea,  7.892E-003
2157, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -21, 1, 0x5e, 0xfeb,  8.241E-003
2158, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -20, 1, 0x5e, 0xfec,  1.721E-003
2159, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -19, 1, 0x5e, 0xfed,  2.580E-005
2160, 00:3:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -18, 1, 0x5e, 0xfee,  4.911E-006
2161, 00:4:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -17, 1, 0x5e, 0xfef,  5.663E-008
2162, 00:4:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -16, 1, 0x5e, 0xff0,  1.490E-009
2163, 00:4:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -15, 1, 0x5e, 0xff1,  1.490E-009
2164, 00:4:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -14, 1, 0x5e, 0xff2,  1.490E-009
2165, 00:4:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -13, 1, 0x5e, 0xff3,  1.490E-009
2166, 00:4:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -12, 1, 0x5e, 0xff4,  1.490E-009
2167, 00:4:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -11, 1, 0x5e, 0xff5,  1.490E-009
2168, 00:4:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -10, 1, 0x5e, 0xff6,  1.490E-009
2169, 00:4:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -9, 1, 0x5e, 0xff7,  1.490E-009
2170, 00:4:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -8, 1, 0x5e, 0xff8,  1.490E-009
2171, 00:4:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -7, 1, 0x5e, 0xff9,  1.490E-009
2172, 00:4:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -6, 1, 0x5e, 0xffa,  1.490E-009
2173, 00:4:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -5, 1, 0x5e, 0xffb,  1.490E-009
2174, 00:4:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -4, 1, 0x5e, 0xffc,  1.490E-009
2175, 00:4:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -3, 1, 0x5e, 0xffd,  1.490E-009
2176, 00:4:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -2, 1, 0x5e, 0xffe,  1.490E-009
2177, 00:4:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, -1, 1, 0x5e, 0xfff,  1.490E-009
2178, 00:4:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 0, 1, 0x5e, 0x0,  1.490E-009
2179, 00:4:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 1, 1, 0x5e, 0x1,  1.490E-009
2180, 00:4:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 2, 1, 0x5e, 0x2,  1.490E-009
2181, 00:4:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 3, 1, 0x5e, 0x3,  1.490E-009
2182, 00:4:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 4, 1, 0x5e, 0x4,  1.490E-009
2183, 00:4:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 5, 1, 0x5e, 0x5,  1.490E-009
2184, 00:4:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 6, 1, 0x5e, 0x6,  1.490E-009
2185, 00:4:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 7, 1, 0x5e, 0x7,  1.490E-009
2186, 00:4:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 8, 1, 0x5e, 0x8,  1.490E-009
2187, 00:4:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 9, 1, 0x5e, 0x9,  1.490E-009
2188, 00:4:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 10, 1, 0x5e, 0xa,  1.490E-009
2189, 00:4:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 11, 1, 0x5e, 0xb,  1.490E-009
2190, 00:4:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 12, 1, 0x5e, 0xc,  1.490E-009
2191, 00:4:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 13, 1, 0x5e, 0xd,  1.490E-009
2192, 00:4:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 14, 1, 0x5e, 0xe,  1.490E-009
2193, 00:4:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 15, 1, 0x5e, 0xf,  1.490E-009
2194, 00:4:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 16, 1, 0x5e, 0x10,  1.490E-009
2195, 00:4:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 17, 1, 0x5e, 0x11,  1.490E-009
2196, 00:4:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 18, 1, 0x5e, 0x12,  1.791E-006
2197, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 19, 1, 0x5e, 0x13,  4.679E-007
2198, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 20, 1, 0x5e, 0x14,  7.855E-005
2199, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 21, 1, 0x5e, 0x15,  1.089E-005
2200, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 22, 1, 0x5e, 0x16,  1.761E-004
2201, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 23, 1, 0x5e, 0x17,  1.649E-002
2202, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 24, 1, 0x5e, 0x18,  7.726E-004
2203, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 25, 1, 0x5e, 0x19,  1.296E-002
2204, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 26, 1, 0x5e, 0x1a,  1.229E-002
2205, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 27, 1, 0x5e, 0x1b,  1.434E-001
2206, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 28, 1, 0x5e, 0x1c,  5.395E-002
2207, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 29, 1, 0x5e, 0x1d,  1.762E-001
2208, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 30, 1, 0x5e, 0x1e,  2.306E-001
2209, 00:4:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 31, 1, 0x5e, 0x1f,  1.695E-001
2210, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 94, 32, 1, 0x5e, 0x20,  2.522E-001
2211, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -32, 1, 0x5d, 0xfe0,  2.837E-001
2212, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -31, 1, 0x5d, 0xfe1,  2.606E-001
2213, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -30, 1, 0x5d, 0xfe2,  2.404E-001
2214, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -29, 1, 0x5d, 0xfe3,  1.928E-001
2215, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -28, 1, 0x5d, 0xfe4,  2.069E-001
2216, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -27, 1, 0x5d, 0xfe5,  1.842E-001
2217, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -26, 1, 0x5d, 0xfe6,  6.244E-002
2218, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -25, 1, 0x5d, 0xfe7,  1.381E-002
2219, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -24, 1, 0x5d, 0xfe8,  6.452E-002
2220, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -23, 1, 0x5d, 0xfe9,  1.809E-002
2221, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -22, 1, 0x5d, 0xfea,  3.025E-004
